,title,description,datetime,category,agency
250,جوانان آمریکایی بیشتر به رمزارزها علاقه دارند,"
نظرسنجی بانک آمریکا از آمریکایی های ثروتمند، نشان می دهد که افراد جوان ثروتمند ۷.۵ برابر بیشتر احتمال دارد که رمزارزها را به عنوان دارایی در پرتفوی خود نگه دارند.
",2022-10-16 16:26:28,اخبار ارزی,اقتصاد آنلاین
251,صادرات داروهای ایران به روسیه,"
پیمان‌پاک با بیان اینکه طبق آمارها واردات دارو و تجهیزات پزشکی روسیه در سال ۲۰ میلیارد دلار است، گفت: با خروج شرکت‌های غربی از این کشور به علت تحریم‌ها، بازار مناسبی پیش روی شرکت‌های ایرانی قرار گرفته که می‌توان از آن بهره برد.
",2022-10-16 16:06:55,اخبار ارزی,عصر ایران
252,میلیاردر‌های اجاره‌نشین / گران‌ترین پنت‌هاوس و خانه ویلایی اجاره‌ای پایتخت,"
واحد هزار و ۷۰۰ متری واقع در شهرک غرب با رقم ۴۱ میلیارد آگهی کرده‌اند؛ صاحبخانه با سپرده‌گذاری همین پول در بانک می‌تواند تقریبا ۵۵۰ میلیون یعنی بیش از ۱۶ هزار دلار در ماه درآمد داشته باشد.
",2022-10-16 16:06:53,اخبار ارزی,انتخاب
253,۳.۵ میلیارد دلار تا حذف نفت از تجارت خارجی | استاندارد بومی نداریم,"
وزیر صمت اعلام کرد: سال گذشته بیش از ۴۸ میلیارد دلار صادرات غیرنفتی در کشور انجام شد در حالی که واردات ما ۵۲ میلیارد دلار بود این یعنی ما ۳.۵ میلیارد دلار دیگر با حذف نفت از تجارت خارجی کشور فاصله داریم که امسال یا حداقل سال آینده محقق خواهد شد و به صفر خواهد رسید.
",2022-10-16 15:51:49,اخبار ارزی,همشهری آنلاین
254,ثبت بیش از ۴۵ میلیارد دلار صادرات غیرنفتی,"
وزیر صنعت، معدن و تجارت گفت: سال گذشته ۴۸.۵ میلیارد دلار صادرات غیرنفتی و در مقابل ۵۲ میلیارد دلار واردات برای کشور به ثبت رسید که حاکی از روند رو به رشد صادرات غیرنفتی است.
",2022-10-16 15:46:48,اخبار ارزی,بورس نیوز
255,۱۴۵۰۰ دانش آموز در این مدارس تحصیل خواهند کرد,"
آیین افتتاح و بهره برداری از ۱۵۰ مدرسه که شامل ۵۸۲ کلاس می‌شوند با حضور یوسف نوری وزیر آموزش و پرورش، عارف نوروزی سرپرست ستاد اجرایی فرمان امام و حجت الاسلام محمد گلپایگانی مسئول دفتر مقام معظم رهبری در یکشنبه ۲۴ مهرماه برگزار شد.
",2022-10-16 15:31:34,اخبار ارزی,خبرگزاری دانشجو
256,سوخت دهی هرات به دلار تهران,"
اقتصاد نیوز : با عبور نرخ دلار از مرز یاد شده تقاضا برای خرید دلار بیشتر شد و اسکناس آمریکایی در نیمه روز به مرز ۳۳ هزار تومان رسید.
",2022-10-16 15:16:59,اخبار ارزی,دنیای اقتصاد
257,تهدید ضمنی مدیرعامل گازپروم برای توقف صادرات گاز روسیه,"
مدیرعامل گازپروم روسیه امروز گفت، برنامه‌های محدود کردن قیمت صادرات گاز روسیه سبب توقف عرضه می‌شود.
",2022-10-16 14:31:43,اخبار ارزی,خبرگزاری دانشجو
258,دلار در معاملات امروز چند شد؟ | جدیدترین تغییرات قیمتی دلار و یورو ؛ ۲۴ مهر ۱۴۰۱,"
قیمت فروش دلار امروز در صرافی‌های بانکی ۲۸ هزار و ۹۲۳ تومان اعلام شد. دلار توافقی نیز در قیمت ۳۱ هزار و ۴۰۰ تومان معامله شد.
",2022-10-16 14:26:33,اخبار ارزی,همشهری آنلاین
259,تحلیل تکنیکال رمزارز فانتوم امروز ۲۴ مهرماه+ نمودار و قیمت FTM,"
 هر واحد از فانتوم در این لحظه با قیمت ۰.۲۰۵۵۳۳ دلار، با احتساب نرخ تتر ۳۳,۳۰۰ تومان معادل ۶,۸۴۴ تومان معامله می‌شود و حجم مبادلات روزانه آن ۴۹.۷۹ میلیون دلار است.
",2022-10-16 14:16:50,اخبار ارزی,اقتصاد 24
260,قیمت کلیه ارز‌ها در بازار آزاد امروز ۲۴ مهر ۱۴۰۱,"
قیمت هر دلار استرالیا با افزایش ۰.۷۴ درصدی، به عدد ۲۰۵،۰۰۰ ریال در معاملات بازار آزاد داد و ستد شد.
",2022-10-16 14:16:42,اخبار ارزی,نبض بازار
261,رشد‌ دلار چگونه موجب تورم می‌شود,"
صندوق بین‌المللی پول می‌گوید: ارزش بالای دلار، مقابله با تورم در دیگر کشورها را سخت‌تر کرده است و رشد دلار به تنهایی موجب افزایش تورم می‌شود.
",2022-10-16 13:51:41,اخبار ارزی,ایران اکونومیست
262,آخرین وضعیت بازار رمزارزها در جهان/ زمان صعود دوباره بیت کوین مشخص شد,"
در ساعات نخست معاملات روز یکشنبه، بازار رمزارزها شاهد افت جزئی بوده و‌ اکثر کوین‌ها در محدوده قرمز قرار دارند. بیت‌کوین کماکان حوالی مرز ۱۹ هزار دلار معامله می‌شود.
",2022-10-16 13:51:37,اخبار ارزی,سایت طلا
263,یورو/دلار در سراشیبی,"
در حالی که به دنبال تشدید مواضع فدرال رزرو، دلار تقویت شد، جفت‌ارز یورو/دلار پیرو انتشار گزارش تورم کاهش یافت.
",2022-10-16 13:32:34,اخبار ارزی,اخبار ویژه
264,قیمت دلار در سامانه سنا امروز ۲۴ مهر ۱۴۰۱,"
در سامانه سنا، قیمت فروش هر دلار با ۰.۳ درصد کاهش نسبت به روز گذشته، به عدد ۲۸۷،۷۶۴ ریال دست پیدا کرد.
",2022-10-16 13:26:22,اخبار ارزی,نبض بازار
265,سیاست عجیب بانک مرکزی ژاپن؛ عدم افزایش نرخ بهره و دخالت در بازار ارز/ سپتامبر تاریخی سیاست های پولی,"
بنظر می‌رسد که سیاست‌گذاران پولی ژاپن به سیاست‌های خود مبنی بر عدم افزایش نرخ بهره پایبند هستند، سیاستی که باعث شده، ارزش ین (واحد پول ملی ژاپن) به پایین‌ترین حد خود در بیش از ۲۰ سال گذشته برسد. این درحالی است که بانک‌ مرکزی بسیاری از کشورهای ثروتمند با هدف مبارزه با تورم نرخ بهره را افزایش داده‌اند. بنابراین نکته حائز اهمیت این است که با وجود افزایش نرخ تورم در ژاپن و همچنین کاهش ارزش پول ملی، بانک مرکزی این کشور چرا بر سیاست خود مبنی بر عدم افزایش نرخ بهره پافشاری می‌کند؟
",2022-10-16 13:11:41,اخبار ارزی,اقتصاد آنلاین
266,قیمت دینار عراق در بازار ارز امروز 24 مهر,"
قیمت دینار در بازار امروز اعلام شد .
",2022-10-16 12:41:34,اخبار ارزی,اقتصاد نیوز
267,قیمت طلا، سکه و دلار امروز ۱۴۰۱/۰۷/۲۴| قیمت‌ها صعودی شد,"
امروز قیمت سکه امامی در بازار بالا رفت و به ۱۵,۰۳۳,۰۰۰ (پانزده میلیون و سی و سه هزار) تومان رسید که افزایش ۰.۳۹ درصدی داشته است. قیمت طلا و دلار هم صعود کرد.
",2022-10-16 12:16:51,اخبار ارزی,دنیای اقتصاد
268,مخالفت میزبان گروه ۲۰ با استفاده از دلار آمریکا در معاملات جهانی,"
بانک مرکزی اندونزی مخالفت خود را با دلار آمریکا در معاملات صادرات و واردات اعلام کرد و خواستار استفاده از ارزهای محلی در پرداخت‌های بین المللی برای کاهش وابستگی به دلار شد.
",2022-10-16 12:07:10,اخبار ارزی,تسنیم
269,ضرر ۱.۵ میلیون دلاری ایران از قطعی اینترنت؛ حقیقت یا خطای محاسباتی؟,"
در حالیکه برخی رسانه‌ها، خسارت ناشی از محدودیت‌های اینترنتی اعمال شده در ایران را در هر ساعت ۱.۵ میلیون دلار عنوان کرده‌اند؛ اما بررسی دقیق نحوه این محاسبات نشان می‌دهد که این تخمین از دقت کافی برخوردار نیست.
",2022-10-16 11:47:00,اخبار ارزی,بازار نیوز
270,ورود بازیگران احتیاطی به بازار دلار ؟,"
اقتصاد نیوز : هر برگ اسکناس آمریکایی دیروز در محدوده ۳۲ هزار و ۶۵۰ تومان به فروش رسید.
",2022-10-16 11:41:52,اخبار ارزی,دنیای اقتصاد
271,جدیدترین قیمت کلیه ارز در صرافی ملی امروز ۲۴ مهر ۱۴۰۱ + جدول,"
نرخ ارز در صرافی ملی و نرخ رسمی ۴۶ ارز توسط بانک مرکزی اعلام شده که نشان‌دهنده نوسان و ثبات بوده است.
",2022-10-16 11:26:46,اخبار ارزی,نبض بازار
272,بدتر شدن انتظارات تورمی، عامل کاهش ارزها در برابر دلار,"
در حال حاضر نیروهای محرکه اصلی بازار، نرخ‌های بهره بالاتر، و تورم بالا هستند. چرا که به این ترتیب فدرال‌رزرو باید به افزایش نرخ بهره خود ادامه دهد.
",2022-10-16 11:23:26,اخبار ارزی,اخبار ویژه
273,اشتباه محاسباتی آمریکا در جنگ اوکراین/پایان یک دوران!,"
بزرگ‌ترین خطر برای ایالات متحده این است که عمده جنگ اقتصادی جهانی علیه مسکو تنها بر دوش آمریکا است و این کشور از موقعیت منحصر به فرد دلار به عنوان سلاح خود استفاده می‌کند.
",2022-10-16 11:16:53,اخبار ارزی,اقتصاد نیوز
274,ین ژاپن؛ چشم به راه مداخله,"
با توجه به نوسان بیش از حد انتظار ین ژاپن، دیپلمات ارشد ارز ژاپن «ماساتو کاندا»، وعده‌ی مداخله قاطعانه در بازار را از سوی مقامات این کشور داد.
",2022-10-16 11:11:05,اخبار ارزی,اخبار ویژه
275,جاده یک طرفه ین ژاپن!,"
معاون بانک مرکزی ژاپن گفت: نوسانات اخیر ین بسیار سریع و یک طرفه بوده است و خطر سقوط ین به پایین ترین سطح 32 سال اخیر وجود دارد.
",2022-10-16 10:37:02,اخبار ارزی,اخبار ویژه
276,تزریق دلار به بازار ارز /قیمت سکه ریخت,"
نرخ سکه در معاملات عصر روز شنبه با حدود 60 هزار تومان کاهش نسبت به نرخ روز پنج‌شنبه به رقم 14 میلیون و 980 هزار تومان رسید.
",2022-10-16 10:32:10,اخبار ارزی,اقتصاد نیوز
277,آغاز به کار بازار توافقی دلار با قیمت ۳۱۳۸۰ تومان,"
امروز بازار توافقی دلار با معامله ۹۰ هزار دلار به قیمت ۳۱,۳۸۰ تومان کار خود را آغاز کرد.
",2022-10-16 10:26:28,اخبار ارزی,مهر
278,پیش بینی افزایش قیمت دلار /بازیگران احتیاطی وارد بازار شدند؟,"
اقتصادنیوز: در صورتی که نرخ دلار نتواند بالای محدوده ۳۲ هزار و ۸۰۰ تومان باقی بماند، این ارز ممکن است به سوی حمایت ۳۲ هزار و ۲۰۰ تومان حرکت خواهد کرد.
",2022-10-16 10:26:23,اخبار ارزی,اقتصاد نیوز
279,اقتصاد ایران ۱۶۰۰میلیارد دلاری می‌شود,"
صندوق بین‌المللی پول از افزایش ۱۵۰میلیارد دلاری تولید ناخالص داخلی ایران بر اساس شاخص قدرت خرید در سال ۲۰۲۲ خبر داد و تراز حساب‌های جاری ایران در این سال را ۳۲میلیارد دلار پیش‌بینی کرد.
",2022-10-16 10:02:39,اخبار ارزی,ایران اکونومیست
280,افزایش نرخ دوج کوین در بازار‌های داخلی/قیمت کلیه ارز‌های دیجیتال امروز ۲۴ مهر ۱۴۰۱,"
در بازار داخلی ارز‌های دیجیتال، دوج کوین با ۰.۵۱ درصد افزایش نسبت به روز گذشته و با نرخ ۱۹،۷۰۰ ریال داد و ستد گردید.
",2022-10-16 09:46:52,اخبار ارزی,نبض بازار
281,شکستی بزرگ برای سرمایه گذاران بیت‌کوین,"
در حال حاضر کریپتوکارنسی در عصر یخبندان قرار دارد که بسیار عمیق و طولانی خواهد بود و بسیاری از رمزارزها در آن زنده نخواهند ماند.
",2022-10-16 09:31:46,اخبار ارزی,اخبار بانک
282,گزارش جدید صندوق بین‌المللی پول/ اقتصاد ایران ۱۶۰۰میلیارد دلاری می‌شود,"
صندوق بین‌المللی پول از افزایش ۱۵۰میلیارد دلاری تولید ناخالص داخلی ایران بر اساس شاخص قدرت خرید در سال ۲۰۲۲ خبر داد و تراز حساب‌های جاری ایران در این سال را ۳۲میلیارد دلار پیش‌بینی کرد.
",2022-10-16 09:11:48,اخبار ارزی,تسنیم
283,هدیه ۴۶ میلیون دلاری به یک دانشگاه,"
دانشگاه میامی آمریکا، بزرگترین هدیه در تاریخ این دانشگاه به مبلغ مبلغ آن ۴۶ میلیون دلار را دریافت کرد.
",2022-10-16 09:02:29,اخبار ارزی,ایران اکونومیست
284,قیمت بیت کوین و ارز‌های دیجیتال امروز یکشنبه ۲۴ مهر ۱۴۰۱ + جدول,"
قیمت بیت کوین، اتریوم، تتر و سایر ارز‌های دیجیتال (رمزارزها) به دلار امروز یکشنبه ۲۴ مهر ۱۴۰۱ را می‌توانید در جدول زیر مشاهده نمایید. در ضمن به ساعت بروزرسانی این نرخ‌ها در بالای جدول دفت فرمایید.
",2022-10-16 08:51:35,اخبار ارزی,اقتصاد 24
285,قیمت دلار، قیمت یورو و قیمت پوند امروز یکشنبه ۲۴ مهر ۱۴۰۱ + جدول,"
قیمت دلار، یورو، پوند و سایر ارز‌ها امروز یکشنبه ۲۴ مهر ۱۴۰۱ را می‌توانید در جدول زیر مشاهده نمایید. به جز قیمت دلار و یورو که نرخ سرافی ملی است، سایر نرخ ها، قیمت فروش بازار است.
",2022-10-16 08:46:31,اخبار ارزی,اقتصاد 24
286,پالس جدید بانک مرکزی به بازار ارز,"
گزارش‌ها حاکی از آن است که بازار ارز دیروز یک روز بدون نوسان را گذراند و روی قیمت قبلی خود جا خوش کرد.
",2022-10-16 08:31:48,اخبار ارزی,اخبار بانک
287,دورریز سالانه ٣٥‌ میلیون تن مواد غذایی در ایران,"
 همزمان با روز جهانی غذا، رییس انجمن تغذیه ایران با بیان اینکه امروزه با توجه به وضعیت اقتصادی کشور، امنیت غذایی در ایران به خطر افتاده است، گفت: ایران در زمینه هدر رفت مواد غذایی در ردیف کشورهای تراز اول دنیا قرار داشته و ضایعات مواد غذایی در ایران معادل ٣٥‌ میلیون تن با ارزش تقریبی ۱۵ میلیارد دلار است.
",2022-10-16 08:02:00,اخبار ارزی,ایران اکونومیست
288,بازار دلار منتظر روز حساس /درهم دو شقه شد، سکه ترسید,"
می‌دانید در بازار سلیمانیه چگونه موقعیت خرید و فروش می‌گیرند؟ و چرا بازار ارز منتظر روز دوشنبه است؟ این گزارش کامل از بازار ارز، سکه و طلا را بخوانید.
",2022-10-16 07:46:31,اخبار ارزی,اقتصاد نیوز
289,بایدن و دموکرات‌ها ضرر کردند,"
ايسنا : صباح زنگنه، کارشناس مسائل بین‌الملل با اشاره به تصمیم اوپک پلاس در کاهش روزانه ۲ میلیون بشکه نفت گفت: «‌بالطبع تصمیم اوپک پلاس برای کاهش ۲ میلیون بشکه در روز به ضرر دولت بایدن است مگر اینکه از این فرصت کوتاه تا شروع زمستان دست به اقدامات جبرانی بزند.» زنگنه افزود: «اوپک قبل از هر چیز باید به منافع اقتصادی خودش فکر کند. اولویت مسائل اقتصادی با توجه به اینکه قیمت نفت از ۱۲۰ دلار به پایین‌‌تر از ۱۰۰ دلار افت کرده طبعا مورد توجه اوپک پلاس قرار گرفته است.
",2022-10-16 01:02:01,اخبار ارزی,دنیای اقتصاد
290,دایره تنگ شرکای خارجی,"
ولی‌اله افخمی‌راد /رئیس اسبق سازمان توسعه تجارت برابر آمار منتشرشده از دستگاه‌‌‌های اجرایی ذی‌ربط، تراز تجاری کشور در سال گذشته رقم منفی ۴/ ۴میلیارد دلار را نشان می‌‌‌دهد و در ۶ماه اول سال جاری حسب آمار منتشرشده از سوی گمرک، واردات کشور به میزان ۸۷/ ۱میلیارد دلار از صادرات کالا و خدمات پیشی گرفته است.
",2022-10-16 00:51:36,اخبار ارزی,دنیای اقتصاد
291,پالس جدید بانک مرکزی به بازار ارز/ دلار روی چه قیمتی ایستاد؟,"
گزارش‌ها حاکی از آن است که بازار ارز دیروز یک روز بدون نوسان را گذراند و روی قیمت قبلی خود جا خوش کرد.
",2022-10-16 00:16:38,اخبار ارزی,خبر آنلاین
292,توپی که «دست خدا» را لمس کرد، به حراج گذاشته می‌شود,"
«توپ» دیدار یک چهارم نهایی جام جهانی ۱۹۸۶ بین آرژانتین و انگلیس که گل مشهور «دست خدا» در آن دیدار به ثمر رسید، در حراجی در لندن به قیمت ۳.۳ میلیون دلار به فروش گذاشته خواهد شد.
",2022-10-15 19:06:48,اخبار ارزی,ایران اکونومیست
293,بیت کوین سقوط کرد,"
اقتصادنیوز:ارزش معاملات بیت کوین طی شبانه روز گذشته ۲۸ میلیارد دلار بوده و ارزش بازار آن نیز ۳۶۷ میلیارد دلار است.
",2022-10-15 18:41:47,اخبار ارزی,دنیای اقتصاد
294,۵ فیلم اقتباسی که از کتاب‌شان بهترند؛ از «روانی» تا «رستگاری در شاوشنک»,"
",2022-10-15 18:16:26,اخبار ارزی,دیجی کالا مگ
295,فهرست اطلاعات تسهیلات کلان شبکه بانکی به‌روزرسانی شد / تکرار جالب پرداخت تسهیلات به…,"
",2022-10-15 18:12:46,اخبار ارزی,راه پرداخت
296,شفافیت معاملات ارزی روز میز بانک مرکزی/ نرخ خرید و فروش ارز آنلاین اعلام می‌شود,"
سخنگوی بانک مرکزی با تأکید بر اینکه شفاف‌سازی معاملات بازار ارز در دستور کار جدی این بانک قرار دارد، گفت: ۱۳۷ صرافی فعال در بازار اسکناس در تهران و شهر‌های مختلف به درگاه اعلام برخط نرخ توافقی خرید و فروش ارز پیوستند.
",2022-10-15 17:11:42,اخبار ارزی,بازار نیوز
297,دلارفروشی سنگین دولت‌های آسیایی برای حمایت از پول ملی,"
دولت‌های آسیایی در ماه سپتامبر ۵۰میلیارد دلار از ذخایر دلاری خود را برای حمایت از پول ملی‌شان فروخته‌‌اند. به‌‌ گزارش بلومبرگ، دولت‌های آسیایی حدود ۵۰میلیارد دلار از ذخایر ارز خارجی خود در ماه گذشته میلادی برای دفاع از ارزهایشان در برابر افزایش ارزش دلار هزینه کرده‌‌اند که بالاترین رقم از مارس۲۰۲۰ را نشان می‌‌دهد. طبق گزارش شرکت اطلاعات اکسانته که متخصص ردیابی جریان جهانی سرمایه است، کشورهای درحال‌‌توسعه‌‌ آسیا به‌‌جز چین حدود ۳۰میلیارد دلار تنها در ماه سپتامبر فروش دلار داشته‌‌اند. این رقم با اضافه کردن ژاپن به ۵۰میلیارد دلار می‌‌رسد.
",2022-10-15 16:11:42,اخبار ارزی,اقتصاد 24
298,اعلام آن‌لاین نرخ خرید و فروش ارز,"
سخنگوی بانک مرکزی با تأکید بر اینکه شفاف‌سازی معاملات بازار ارز در دستور کار جدی این بانک قرار دارد، گفت: ۱۳۷ صرافی فعال در بازار اسکناس در تهران و شهرهای مختلف به درگاه اعلام برخط نرخ توافقی خرید و فروش ارز پیوستند.
",2022-10-15 16:02:26,اخبار ارزی,سایت طلا
299,شفاف سازی معاملات ارزی در دستور کار بانک مرکزی,"
سخنگوی بانک مرکزی اعلام کرد: نرخ توافقی خرید و فروش ارز به صورت لحظه‌ای و برخط و برای شفاف‌سازی معاملات بازار ارز در دستور کار جدی بانک مرکزی است.
",2022-10-15 15:41:33,اخبار ارزی,اقتصاد آنلاین
300,۱۰ فیلم برتر با رتبه‌بندی R که بیشترین بودجه صرف تولیدشان شده است,"
",2022-10-15 15:16:34,اخبار ارزی,دیجی کالا مگ
301,پائیز برگ‌ریز پوند!,"
به دنبال برکناری «کواسی کوارتنگ» از وزارت خزانه‌داری و پیرو افزایش اوراق قرضه بریتانیا، پوند انگلیس روز جمعه افزایش یافت.
",2022-10-15 14:57:34,اخبار ارزی,اخبار ویژه
302,اعلام آن‌لاین نرخ خرید و فروش ارز/ شفاف‌سازی معاملات ارزی در دستور کار بانک مرکزی است,"
سخنگوی بانک مرکزی با تأکید بر اینکه شفاف‌سازی معاملات بازار ارز در دستور کار جدی این بانک قرار دارد، گفت: ۱۳۷ صرافی فعال در بازار اسکناس در تهران و شهرهای مختلف به درگاه اعلام برخط نرخ توافقی خرید و فروش ارز پیوستند.
",2022-10-15 14:41:33,اخبار ارزی,تسنیم
303,دلار امروز چند؟ | جدیدترین تغییرات قیمتی دلار و یورو ؛ ۲۳ مهر ۱۴۰۱,"
قیمت فروش دلار امروز در صرافی‌های بانکی ۲۸ هزار و ۹۲۳ تومان اعلام شد. دلار توافقی نیز در قیمت ۳۱ هزار و ۳۶۹ تومان معامله شد.
",2022-10-15 14:31:46,اخبار ارزی,همشهری آنلاین
304,نوسانات پوند ادامه خواهد یافت,"
اگر توجه کنید، شیب نمودار هفتگی پوند اندکی زیاد است که نشان دهنده رالی های پیش‌رو می باشد. به هر رالی به عنوان فرصتی برای کسب سود ناشی از فروش فکر کنید
",2022-10-15 14:22:08,اخبار ارزی,اخبار ویژه
305,قیمت دلار گرفتار قطعی اینترنت /قیمت سکه دنده معکوس زد,"
اقتصادنیوز: قیمت دلار امروز در بازار آزاد نسبت به عصر پنجشنبه گذشته رنج بود اما قیمت سکه دنده معکوس زد.
",2022-10-15 14:06:32,اخبار ارزی,اقتصاد نیوز
306,دلار توافقی هم اکنون ۳۱۳۴۵ تومان,"
دلار در بازار آزاد در تهران به قیمت ۳۲,۷۷۰ تومان قیمت گذاری شد، همچنین در بازار توافقی نرخ ارز به ۳۱.۳۴۵ تومان رسید.
",2022-10-15 13:46:42,اخبار ارزی,مهر
307,۱۰ کارگردان موفق دنیای مارول بر اساس میانگین فروش در گیشه,"

",2022-10-15 13:16:22,اخبار ارزی,دیجی کالا مگ
308,عینک هوشمند مایکروسافت در آزمایش‌های ارتش آمریکا شکست خورد,"
طبق گزارش‌های رسیده، عینک هوشمند شرکت مایکروسافت که قراردادی به ارزش ۲۲ میلیارد دلار برای تحویل تعداد مورد نیاز آن به ارتش ایالات متحده منعقد شده است، در آزمایش‌های ارتش با شکست مواجه شده است، اما گفته می‌شود با وجود این عملکرد ضعیف، این معامله همچنان پابرجاست.
",2022-10-15 13:11:50,اخبار ارزی,ایران اکونومیست
309,گزارش روزنامه انگلیسی از پشت پرده ایران اینترنشنال | ولیعهد سعودی چند میلیون دلار پول به این شبکه داده؟,"
منبعی که با محمد بن‌ سلمان، ولیعهد عربستان سعودی همکاری کرده است، به گاردین گفته که پول ایران اینترنشنال توسط دیوان سلطنتی عربستان سعودی تأمین می‌شود و تخمین زده شده که مدیران این شبکه ۲۵۰ میلیون دلار برای تأسیس و راه‌اندازی آن دریافت کرده‌اند.
",2022-10-15 13:02:04,اخبار ارزی,همشهری آنلاین
310,قیمت دلار در صرافی‌های بانکی، امروز ۲۳ مهر ۱۴۰۱,"
صرافی‌های بانک‌ها صبح امروز ۲۳ مهر ۱۴۰۱ قیمت دلار را برای فروش به مردم ۲۸۹۲۳۹ ریال اعلام کرده‌اند که نسبت به آخرین قیمت‌های روز کاری گذشته افزایش یافته است. نرخ خرید در این صرافی‌ها نیز ۲۸۶۳۶۱ است.
",2022-10-15 12:16:25,اخبار ارزی,انتخاب
311,راه پرداخت از بازار آموزش حضوری کریپتو کارنسی در ایران گزارش می‌دهد / دریافت ۳…,"
",2022-10-15 12:11:39,اخبار ارزی,راه پرداخت
312,درآمد ۳ میلیارد دلاری هکرهای کریپتو در سال ۲۰۲۲,"
داده های شرکت تجزیه و تحلیل بلاک‌چین Chainalysis نشان می‌دهد که اکتبر ""بزرگترین ماه در بزرگترین سال فعالیت هکری است."" این شرکت اضافه کرد که هکرهای کریپتو در سال جاری تاکنون بیش از ۳ میلیارد دلار از طریق ۱۲۵ هک درآمد کسب کرده اند.
",2022-10-15 12:11:35,اخبار ارزی,اقتصاد آنلاین
313,قیمت طلا و دلار امروز شنبه 23 مهر 1401 / طلا ریزش کرد، دلار رنج شد,"
اقتصادنیوز: امروز قیمت طلا 18 عیار پایین آمد .
",2022-10-15 12:02:45,اخبار ارزی,اقتصاد نیوز
314,واکنش بازار ارز به تحریم لاریجانی و ظریف,"
اکوایران : بازار ارز همواره به اخبار برجامی برای تعیین مسیر خود نگاه کرده است. تحریم محمد جواد ظریف و علی لاریجانی که در این دوره مسؤلیت های خود را از دست داده اند پالس منفی به بازار ارز درباره احیای برجامی است که توسط این افراد منعقد شده است.
",2022-10-15 12:02:42,اخبار ارزی,دنیای اقتصاد
315,قیمت طلا، سکه و دلار امروز ۱۴۰۱/۰۷/۲۳| کاهش محسوس قیمت‌ها در بازار,"
امروز قیمت طلا و دلار در بازار روند نزولی داشت، قیمت سکه امامی هم کاهش را تجربه کرد و به ۱۴,۹۶۵,۰۰۰ (چهارده میلیون و نهصد و شصت و پنج هزار) تومان رسید که افت ۰.۵۲ درصدی داشته است.
",2022-10-15 12:02:39,اخبار ارزی,دنیای اقتصاد
316,قیمت دلار در بازار متشکل امروز 23 مهر 1401 /رشد محدود دلار رسمی,"
اقتصادنیوز: بازار متشکل امروز شاهد رشد اندک قیمت دلار بود .
",2022-10-15 11:51:55,اخبار ارزی,اقتصاد نیوز
317,چرا مهمترین بازار مالی جهان برای وظایف خودش مهیا نیست؟,"
همه می‌خواهند اوراق خزانه داری را معامله کنند. بانک‌های بزرگ آن را برای مدیریت نقدینگی حفظ می‌کنند، صندوق‌های بازنشستگی مالک آن برای بازدهی بلندمدت هستند، صندوق‌های پوشش ریسک از آنها برای شرط‌بندی بر روی اقتصاد استفاده می‌کنند، پس‌اندازهای افراد در آن ذخیره می شود و بانک های مرکزی از آن برای مدیریت ذخایر ارزی استفاده می کنند. بازار اوراق خزانه داری در بیشتر مواقع عمیق و نقدشونده است. حدود ۶۴۰ میلیارد دلار اوراق قرضه دولتی هر روز دست به دست می شود، با قیمت‌هایی که به نرخ معیار بدون ریسک تبدیل می‌شود که بر اساس آن همه ابزارهای مالی ارزش گذاری و نرخ های وام‌دهی تعیین می شود.
",2022-10-15 11:41:47,اخبار ارزی,اقتصاد آنلاین
318,قیمت‌ها در بازار رمز ارز +جدول,"
بیت‌کوین که جمعه ۲۲ مهر برای صعود به محدوده ۲۰ هزار دلار تلاش می‌کرد، صبح امروز به کف کانال ۱۹ هزار دلار برگشت
",2022-10-15 11:32:12,اخبار ارزی,مشرق
319,قیمت دلار امروز شنبه ۱۴۰۱/۷/۲۳,"
دلار در بازار آزاد که ۳ روز پیش تا ۳۲،۶۶۰ (سی و دو هزار و ششصد و شصت) تومان رسیده بود، امروز - شنبه ۲۳ مهر ۱۴۰۱ مصادف با ۱۵ اکتبر ۲۰۲۲ - با رشد ۰.۴۲ درصدی به ۳۲،۸۰۰ (سی و دو هزار و هشتصد) تومان رسید.
",2022-10-15 11:26:32,اخبار ارزی,خبرگزاری دانشجو
320,نرخ رسمی ۲۱ ارز کاهش یافت,"
بانک مرکزی نرخ رسمی ۴۶ ارز را اعلام کرد که بر اساس آن نرخ ۱۷ ارز افزایش و نرخ ۲۱ ارز کاهش یافت، نرخ باقی ارزها ثابت ماند.
",2022-10-15 11:26:26,اخبار ارزی,اقتصاد آنلاین
321,چرا اسکار «آپولو ۱۰ و نیم» لینکلیتر را به‌عنوان یک انیمیشن نپذیرفت؟,"
",2022-10-15 11:16:42,اخبار ارزی,دیجی کالا مگ
322,سقوط ارزش ین ژاپن به کمترین میزان در ۳۲ سال گذشته,"
سقوط ارزش ین با ۱۴۹ واحد در برابر دلار آمریکا به کمترین میزان در ۳۲ سال گذشته به دلیل افزایش نرخ بهره ناهمسان میان دولت ژاپن و آمریکا رسید.
",2022-10-15 11:16:37,اخبار ارزی,سایت طلا
